"Aasta","Maakond","Näitaja","value"
"2003","Põlva maakond","Vigasaanud",38
"2004","Põlva maakond","Vigasaanud",66
"2005","Põlva maakond","Vigasaanud",59
"2006","Põlva maakond","Vigasaanud",112
"2007","Põlva maakond","Vigasaanud",70
"2008","Põlva maakond","Vigasaanud",60
"2009","Põlva maakond","Vigasaanud",63
"2010","Põlva maakond","Vigasaanud",63
"2011","Põlva maakond","Vigasaanud",56
"2012","Põlva maakond","Vigasaanud",50
"2013","Põlva maakond","Vigasaanud",46
"2014","Põlva maakond","Vigasaanud",39
"2015","Põlva maakond","Vigasaanud",43
"1998","Pärnu maakond","Vigasaanud",167
"1999","Pärnu maakond","Vigasaanud",116
"2000","Pärnu maakond","Vigasaanud",100
"2001","Pärnu maakond","Vigasaanud",199
"2002","Pärnu maakond","Vigasaanud",220
"2003","Pärnu maakond","Vigasaanud",169
"2004","Pärnu maakond","Vigasaanud",154
"2005","Pärnu maakond","Vigasaanud",210
"2006","Pärnu maakond","Vigasaanud",262
"2007","Pärnu maakond","Vigasaanud",266
"2008","Pärnu maakond","Vigasaanud",189
"2009","Pärnu maakond","Vigasaanud",143
"2010","Pärnu maakond","Vigasaanud",162
"2011","Pärnu maakond","Vigasaanud",141
"2012","Pärnu maakond","Vigasaanud",89
"2013","Pärnu maakond","Vigasaanud",112
"2014","Pärnu maakond","Vigasaanud",123
"2015","Pärnu maakond","Vigasaanud",127
"1998","..Pärnu linn","Vigasaanud",53
"1999","..Pärnu linn","Vigasaanud",30
"2000","..Pärnu linn","Vigasaanud",18
"2001","..Pärnu linn","Vigasaanud",64
"2002","..Pärnu linn","Vigasaanud",87
"2003","..Pärnu linn","Vigasaanud",79
"2004","..Pärnu linn","Vigasaanud",64
"2005","..Pärnu linn","Vigasaanud",94
"2006","..Pärnu linn","Vigasaanud",94
"2007","..Pärnu linn","Vigasaanud",107
"2008","..Pärnu linn","Vigasaanud",79
"2009","..Pärnu linn","Vigasaanud",45
"2010","..Pärnu linn","Vigasaanud",64
"2011","..Pärnu linn","Vigasaanud",61
"2012","..Pärnu linn","Vigasaanud",35
"2013","..Pärnu linn","Vigasaanud",53
"2014","..Pärnu linn","Vigasaanud",68
"2015","..Pärnu linn","Vigasaanud",57
"1998","Rapla maakond","Vigasaanud",107
"1999","Rapla maakond","Vigasaanud",86
"2000","Rapla maakond","Vigasaanud",55
"2001","Rapla maakond","Vigasaanud",91
"2002","Rapla maakond","Vigasaanud",114
"2003","Rapla maakond","Vigasaanud",65
"2004","Rapla maakond","Vigasaanud",110
"2005","Rapla maakond","Vigasaanud",102
"2006","Rapla maakond","Vigasaanud",85
"2007","Rapla maakond","Vigasaanud",138
"2008","Rapla maakond","Vigasaanud",78
"2009","Rapla maakond","Vigasaanud",69
"2010","Rapla maakond","Vigasaanud",58
"2011","Rapla maakond","Vigasaanud",44
"2012","Rapla maakond","Vigasaanud",40
"2013","Rapla maakond","Vigasaanud",49
"2014","Rapla maakond","Vigasaanud",68
"2015","Rapla maakond","Vigasaanud",70
"1998","Saare maakond","Vigasaanud",36
"1999","Saare maakond","Vigasaanud",26
"2000","Saare maakond","Vigasaanud",26
"2001","Saare maakond","Vigasaanud",74
"2002","Saare maakond","Vigasaanud",81
"2003","Saare maakond","Vigasaanud",80
"2004","Saare maakond","Vigasaanud",91
"2005","Saare maakond","Vigasaanud",109
"2006","Saare maakond","Vigasaanud",111
"2007","Saare maakond","Vigasaanud",123
"2008","Saare maakond","Vigasaanud",79
"2009","Saare maakond","Vigasaanud",80
"2010","Saare maakond","Vigasaanud",34
"2011","Saare maakond","Vigasaanud",50
"2012","Saare maakond","Vigasaanud",37
"2013","Saare maakond","Vigasaanud",47
"2014","Saare maakond","Vigasaanud",41
"2015","Saare maakond","Vigasaanud",51
"1998","Tartu maakond","Vigasaanud",269
"1999","Tartu maakond","Vigasaanud",289
"2000","Tartu maakond","Vigasaanud",245
"2001","Tartu maakond","Vigasaanud",333
"2002","Tartu maakond","Vigasaanud",432
"2003","Tartu maakond","Vigasaanud",366
"2004","Tartu maakond","Vigasaanud",441
"2005","Tartu maakond","Vigasaanud",393
"2006","Tartu maakond","Vigasaanud",415
"2007","Tartu maakond","Vigasaanud",418
"2008","Tartu maakond","Vigasaanud",369
"2009","Tartu maakond","Vigasaanud",277
"2010","Tartu maakond","Vigasaanud",235
"2011","Tartu maakond","Vigasaanud",243
"2012","Tartu maakond","Vigasaanud",256
"2013","Tartu maakond","Vigasaanud",276
"2014","Tartu maakond","Vigasaanud",232
"2015","Tartu maakond","Vigasaanud",160
"1998","..Tartu linn","Vigasaanud",106
"1999","..Tartu linn","Vigasaanud",114
"2000","..Tartu linn","Vigasaanud",124
"2001","..Tartu linn","Vigasaanud",168
"2002","..Tartu linn","Vigasaanud",217
"2003","..Tartu linn","Vigasaanud",173
"2004","..Tartu linn","Vigasaanud",244
"2005","..Tartu linn","Vigasaanud",233
"2006","..Tartu linn","Vigasaanud",202
"2007","..Tartu linn","Vigasaanud",197
"2008","..Tartu linn","Vigasaanud",172
"2009","..Tartu linn","Vigasaanud",160
"2010","..Tartu linn","Vigasaanud",130
"2011","..Tartu linn","Vigasaanud",133
"2012","..Tartu linn","Vigasaanud",159
"2013","..Tartu linn","Vigasaanud",152
"2014","..Tartu linn","Vigasaanud",132
"2015","..Tartu linn","Vigasaanud",96
"1998","Valga maakond","Vigasaanud",30
"1999","Valga maakond","Vigasaanud",25
"2000","Valga maakond","Vigasaanud",32
"2001","Valga maakond","Vigasaanud",77
"2002","Valga maakond","Vigasaanud",83
"2003","Valga maakond","Vigasaanud",70
"2004","Valga maakond","Vigasaanud",41
"2005","Valga maakond","Vigasaanud",76
"2006","Valga maakond","Vigasaanud",70
"2007","Valga maakond","Vigasaanud",71
"2008","Valga maakond","Vigasaanud",69
"2009","Valga maakond","Vigasaanud",50
"2010","Valga maakond","Vigasaanud",46
"2011","Valga maakond","Vigasaanud",60
"2012","Valga maakond","Vigasaanud",37
"2013","Valga maakond","Vigasaanud",51
"2014","Valga maakond","Vigasaanud",51
"2015","Valga maakond","Vigasaanud",32
"1998","Viljandi maakond","Vigasaanud",104
"1999","Viljandi maakond","Vigasaanud",40
"2000","Viljandi maakond","Vigasaanud",59
"2001","Viljandi maakond","Vigasaanud",53
"2002","Viljandi maakond","Vigasaanud",100
"2003","Viljandi maakond","Vigasaanud",108
"2004","Viljandi maakond","Vigasaanud",99
"2005","Viljandi maakond","Vigasaanud",165
"2006","Viljandi maakond","Vigasaanud",179
"2007","Viljandi maakond","Vigasaanud",159
"2008","Viljandi maakond","Vigasaanud",110
"2009","Viljandi maakond","Vigasaanud",76
"2010","Viljandi maakond","Vigasaanud",84
"2011","Viljandi maakond","Vigasaanud",84
"2012","Viljandi maakond","Vigasaanud",67
"2013","Viljandi maakond","Vigasaanud",61
"2014","Viljandi maakond","Vigasaanud",71
"2015","Viljandi maakond","Vigasaanud",57
"1998","Võru maakond","Vigasaanud",43
"1999","Võru maakond","Vigasaanud",51
"2000","Võru maakond","Vigasaanud",62
"2001","Võru maakond","Vigasaanud",79
"2002","Võru maakond","Vigasaanud",115
"2003","Võru maakond","Vigasaanud",93
"2004","Võru maakond","Vigasaanud",123
"2005","Võru maakond","Vigasaanud",76
"2006","Võru maakond","Vigasaanud",136
"2007","Võru maakond","Vigasaanud",100
"2008","Võru maakond","Vigasaanud",52
"2009","Võru maakond","Vigasaanud",57
"2010","Võru maakond","Vigasaanud",74
"2011","Võru maakond","Vigasaanud",72
"2012","Võru maakond","Vigasaanud",43
"2013","Võru maakond","Vigasaanud",71
"2014","Võru maakond","Vigasaanud",56
"2015","Võru maakond","Vigasaanud",54
