idnum,asutus.2014,struktuuriuksus.2014,allstruktuuriuksus.2014,ametikoht.2014,koormus.2014,põhipalk.2014,asutus.2015,struktuuriuksus.2015,allstruktuuriuksus.2015,ametikoht.2015,koormus.2015,põhipalk.2015
3305,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,859,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,899
3306,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,879,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,949
3307,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,914,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,914
3308,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1000,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1000
3309,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,979,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1059
3310,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,920,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,920
3311,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,840,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,890
3312,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,834,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,894
3313,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,930,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,930
3314,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1029,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1085
3315,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,591,NA,NA,NA,NA,NA,NA
3316,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,995,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,995
3317,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,880,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,975
3318,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1085,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1085
3319,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,969,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,969
3320,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,934,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,934
3321,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1050,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1050
3322,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1099,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1144
3323,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1150,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1150
3324,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,949,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,989
3325,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,940,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,940
3326,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1029,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,1075
3327,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor-koerajuht,1.0,1072,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor-koerajuht,1.0,1072
3328,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor-koerajuht,1.0,1107,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor-koerajuht,1.0,1107
3329,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor-koerajuht,1.0,1072,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor-koerajuht,1.0,1112
3330,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor-koerajuht,1.0,1072,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor-koerajuht,1.0,1072
3331,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,854,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,899
3332,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,820,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,860
3333,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,800,NA,NA,NA,NA,NA,NA
3334,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,915,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,915
3335,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,800,NA,NA,NA,NA,NA,NA
3336,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,800,NA,NA,NA,NA,NA,NA
3337,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,820,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,870
3338,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,845,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,930
3339,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,874,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,939
3340,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,800,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,910
3341,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,870,Maksu- ja Tolliamet,Tollikorralduse osakond,Reisiterminali piiripunkt,inspektor,1.0,920
3342,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,870,NA,NA,NA,NA,NA,NA
3343,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,830,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,885
3344,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,800,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,860
3345,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,905,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,vaneminspektor,1.0,905
3346,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,865,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,900
3347,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,860,NA,NA,NA,NA,NA,NA
3348,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,800,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,910
3349,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,895,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,895
3350,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,1045,Maksu- ja Tolliamet,Kontrolliosakond,II kontrollitalitus,revident,1.0,1050
3351,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,895,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,895
3352,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,850,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,890
3353,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,845,NA,NA,NA,NA,NA,NA
3354,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,800,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,860
3355,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,800,NA,NA,NA,NA,NA,NA
3356,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,820,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,910
3357,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,820,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,880
3358,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,840,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,890
3359,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,850,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,900
3360,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,850,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,895
3361,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,850,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,890
3362,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,850,Maksu- ja Tolliamet,Tollikorralduse osakond,Narva mnt piiripunkt,inspektor,1.0,895
3363,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,tollipunktijuhataja,1.0,1700,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,tollipunktijuhataja,1.0,1900
3364,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,peainspektor,1.0,1300,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,peainspektor,1.0,1300
3365,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1000,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1050
3366,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1050,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1090
3367,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1335,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1335
3368,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1050,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1190
3369,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1135,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1155
3370,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1090,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1090
3371,Maksu- ja Tolliamet,Tollikorralduse osakond,Lõuna tollipunkt,vaneminspektor-koerajuht,1.0,1010,NA,NA,NA,NA,NA,NA
3372,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,850,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,870
3373,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,870,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,900
3374,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,810,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,860
3375,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,889,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,909
3376,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,869,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,869
3377,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,870,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,870
3378,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,870,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,vaneminspektor,1.0,905
3379,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,inspektor,1.0,840,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,inspektor,1.0,860
3380,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,inspektor,1.0,840,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,inspektor,1.0,860
3381,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,inspektor,1.0,900,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula rdt piiripunkt,inspektor,1.0,930
3382,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,juhtivinspektor,1.0,1350,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,juhtivinspektor,1.0,1500
3383,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,juhtivinspektor,1.0,1350,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,juhtivinspektor,1.0,1425
3384,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,peainspektor,1.0,1200,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,peainspektor,1.0,1300
3385,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,peainspektor,1.0,1150,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,peainspektor,1.0,1200
3386,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,peainspektor,1.0,1200,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,peainspektor,1.0,1250
3387,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,peainspektor,1.0,1150,NA,NA,NA,NA,NA,NA
3388,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,970,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,990
3389,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,910,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,980
3390,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,900,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,925
3391,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,1070,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,1070
3392,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,935,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,990
3393,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,870,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,900
3394,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,900,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,925
3395,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,1070,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,peainspektor,1.0,1150
3396,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,1070,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,1095
3397,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,930,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,950
3398,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,1070,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,1095
3399,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,840,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,880
3400,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,840,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,900
3401,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,850,NA,NA,NA,NA,NA,NA
3402,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,850,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,880
3403,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,910,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,vaneminspektor,1.0,1070
3404,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,860,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,900
3405,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,880,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,910
3406,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,800,NA,NA,NA,NA,NA,NA
3407,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,860,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,890
3408,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,850,Maksu- ja Tolliamet,Tollikorralduse osakond,Koidula mnt piiripunkt,inspektor,1.0,875
3409,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,juhtivinspektor,1.0,1350,NA,NA,NA,NA,NA,NA
3410,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,juhtivinspektor,1.0,1350,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,juhtivinspektor,1.0,1425
3411,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,1150,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,1250
3412,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,900,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,920
3413,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,1200,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,1300
3414,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,1200,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,1250
3415,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,1150,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,peainspektor,1.0,1300
3416,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,890,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,970
3417,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,820,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,860
3418,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,855,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,855
3419,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,880,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,900
3420,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,940,Maksu- ja Tolliamet,Tollikorralduse osakond,Põhja tollipunkt,vaneminspektor-koerajuht,1.0,1050
3421,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,885,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,905
3422,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,890,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,960
3423,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,980,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,980
3424,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,1070,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,1070
3425,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,980,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,980
3426,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,890,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,940
3427,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,970,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,990
3428,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,970,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,990
3429,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,1070,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,1095
3430,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,910,Maksu- ja Tolliamet,Tollikorralduse osakond,Luhamaa piiripunkt,vaneminspektor,1.0,950
