"sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"Naine",26,"25-49","Jah","Kesk","Kõrg","Ei","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",486.539,"Mõningal määral",305.956,266.23,313.573
"Naine",31,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",436,"Suurel määral",334.523,317.856,319.459
"Mees",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",191.213,172.806,NA
"Mees",55,"50+","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",270.634,259.948,215.106
"Naine",55,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",387.852,"Mõningal määral",235.378,244.694,214.719
"Mees",32,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",895,"Suurel määral",332.308,350.828,346.268
"Naine",42,"25-49","Ei","Kesk","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1900,"Mõningal määral",284.446,288.883,296.501
"Mees",19,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",276.215,310.882,230.967
"Mees",64,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",319.43,"Üldse mitte",280.834,264.825,216.091
"Naine",59,"50+","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1760,"Suurel määral",338.466,317.529,NA
"Mees",65,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk-järgne kutse","Keskmine",NA,"Väga vähe",262.336,256.581,NA
"Naine",39,"25-49","Jah","Põhi",NA,"Ei","Mitteaktiivne","Halb","Põhi","Madal",NA,"Mõningal määral",169.498,224.98,237.275
"Mees",40,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",1012.87,"Väga vähe",268.687,249.327,NA
"Naine",30,"25-49","Jah",NA,NA,"Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Mõningal määral",194.563,214.387,192.185
"Mees",40,"25-49","Ei","Põhi",NA,NA,"Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Üldse mitte",119.249,135.762,NA
"Naine",19,"16-24","Ei","Põhi","Kesk","Ei","Töötu","Rahuldav","Põhi","Madal",NA,"Suurel määral",266.145,263.113,303.541
"Naine",21,"16-24","Ei","Kõrg","Kesk",NA,"Töötu","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",271.908,236.158,217.096
"Mees",59,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",291.267,271.289,NA
"Naine",53,"50+","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",267.62,286.443,253.685
"Mees",52,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",618.121,"Mõningal määral",232.494,220.167,NA
"Naine",44,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",986.552,"Mõningal määral",295.005,288.405,272.245
"Naine",38,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Väga vähe",327.04,380.302,344.821
"Naine",20,"16-24","Ei","Kõrg","Kesk","Ei","Töötu","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",306.305,292.021,340.872
"Mees",30,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",274.957,278.668,274.792
"Naine",63,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Väga vähe",287.596,267.382,NA
"Naine",29,"25-49","Ei","Kesk","Põhi",NA,"Hõivatud","Hea","Kesk","Keskmine",1025,"Suurel määral",309.143,257.547,272.328
"Naine",35,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1312.88,"Suurel määral",328.451,352.443,323.283
"Naine",22,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",344.6,289.91,349.094
"Naine",40,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",486.539,"Suurel määral",236.273,219.908,199.056
"Naine",51,"50+","Ei","Põhi",NA,"Ei","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",271.007,271.754,262.753
"Naine",57,"50+","Jah","Kesk","Põhi","Jah","Töötu","Halb","Kesk","Keskmine",NA,"Mõningal määral",286.261,263.619,NA
"Mees",59,"50+","Jah","Põhi",NA,"Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",329.602,314.694,NA
"Naine",33,"25-49","Jah","Kõrg","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",749.704,"Väga suurel määral",330.993,301.144,293.41
"Naine",32,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",342.889,338.099,NA
"Naine",59,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",881.286,"Suurel määral",304.364,262.396,NA
"Naine",41,"25-49","Jah","Kõrg",NA,"Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",218.099,235.66,263.805
"Mees",61,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Üldse mitte",255.633,259.73,NA
"Naine",22,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",693.333,"Väga suurel määral",322.922,296.594,298.753
"Naine",55,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",420,"Mõningal määral",278.416,239.723,NA
"Mees",58,"50+","Jah","Põhi",NA,"Jah","Hõivatud","Rahuldav","Põhi","Madal",NA,"Väga suurel määral",264.283,299.296,257.153
"Mees",52,"50+","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",204.99,169.184,NA
"Naine",65,"50+","Jah","Kesk",NA,"Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Mõningal määral",253.824,243.633,NA
"Naine",19,"16-24","Ei","Kõrg","Kõrg","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",379.75,415.368,413.16
"Naine",29,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",486.539,"Suurel määral",296.349,274.204,245.452
"Mees",24,"16-24","Ei","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",333.945,309.222,360.801
"Naine",19,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",359.559,316.539,318.95
"Mees",18,"16-24","Ei","Kõrg","Kesk","Ei","Töötu","Hea","Põhi","Madal",NA,"Suurel määral",275.752,229.683,280.036
"Naine",33,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",282.974,287.213,274.74
"Naine",64,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Põhi","Madal",644.475,"Väga vähe",235.046,232.435,NA
"Mees",18,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",313.127,336.366,331.319
"Mees",62,"50+","Jah","Kõrg","Kõrg",NA,"Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",227.094,308.345,256.318
"Naine",50,"50+","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",1200,"Suurel määral",331.43,319.895,261.826
"Naine",54,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",354.957,"Suurel määral",278.128,283.647,NA
"Mees",63,"50+","Ei","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",815.495,"Mõningal määral",328.555,315.783,NA
"Naine",27,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",881.286,"Suurel määral",331.591,298.002,333.725
"Mees",55,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",292.937,301.582,244.377
"Naine",20,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Põhi","Madal",312,"Suurel määral",275.938,295.172,244.827
"Mees",54,"50+","Jah","Põhi","Põhi","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",182.004,155.543,NA
"Mees",29,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",1012.87,"Mõningal määral",301.136,287.473,NA
"Mees",59,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1276.03,"Väga suurel määral",294.279,258.356,249.332
"Naine",20,"16-24","Ei","Kõrg","Põhi","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",319.24,284.918,299.681
"Naine",36,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",460.223,"Mõningal määral",305.579,250.059,NA
"Naine",19,"16-24","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",297.864,285.152,321.48
"Naine",32,"25-49","Ei","Kesk","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",1144.45,"Väga suurel määral",310.991,261.898,332.043
"Naine",34,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1276.03,"Mõningal määral",349.861,368.806,337.316
"Naine",36,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",749.704,"Väga suurel määral",309.199,302.535,NA
"Naine",43,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",297.06,"Suurel määral",241.843,221.751,209.533
"Naine",33,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",381.273,"Mõningal määral",293.034,285.993,270.81
"Mees",52,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",252.883,261.786,226.807
"Naine",35,"25-49","Ei","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1012.87,"Suurel määral",348.245,322.932,322.163
"Mees",39,"25-49",NA,NA,NA,NA,"Hõivatud",NA,"Kesk","Keskmine",1385.69,NA,139.907,65.1696,NA
"Mees",21,"16-24","Ei","Kesk","Põhi",NA,"Töötu","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",296.206,275.613,282.154
"Naine",57,"50+","Jah","Põhi","Põhi","Jah","Töötu","Halb","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",249.098,223.428,NA
"Naine",38,"25-49","Jah","Põhi","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1802.36,"Suurel määral",312.879,302.17,290.696
"Naine",53,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",600,"Suurel määral",259.971,304.13,239.588
"Mees",27,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1276.03,"Suurel määral",298.139,329.652,324.781
"Naine",47,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",1137.87,"Väga suurel määral",292.869,320.161,288.128
"Naine",16,"16-24","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",215.932,228.702,218.998
"Mees",56,"50+","Ei","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",618.121,"Mõningal määral",262.184,248.293,NA
"Mees",36,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",273.327,296.221,283.306
"Mees",54,"50+","Ei","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",433.906,"Mõningal määral",278.185,268.729,239.109
"Naine",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Üldse mitte",160.774,184.456,NA
"Naine",25,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",416,"Väga suurel määral",270.935,245.053,313.92
"Mees",34,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",271.109,262.571,235.534
"Mees",33,"25-49","Ei",NA,NA,"Ei","Hõivatud","Hea","Põhi","Madal",NA,"Mõningal määral",201.631,250.864,255.408
"Naine",50,"50+","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",318.924,290.432,357.194
"Mees",49,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",749.704,"Suurel määral",263.801,281.571,NA
"Naine",27,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",416.399,"Väga suurel määral",346.966,285.389,325.83
"Mees",56,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",700,"Suurel määral",286.625,273.094,265.606
"Mees",26,"25-49","Jah","Kõrg","Kõrg","Ei","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Suurel määral",294.403,262.845,280.153
"Mees",18,"16-24","Ei",NA,"Kõrg","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",251.673,265.162,325.045
"Mees",33,"25-49","Ei","Kesk","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",215.233,215.266,236.915
"Mees",29,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",273.408,341.62,322.12
"Naine",32,"25-49","Jah","Kõrg","Põhi","Ei","Hõivatud","Hea","Põhi","Madal",407.59,"Mõningal määral",194.576,201.053,275.968
"Naine",59,"50+","Jah","Kesk",NA,NA,"Mitteaktiivne","Väga hea","Kesk-järgne kutse","Keskmine",NA,"Väga suurel määral",246.581,300.725,330.849
"Mees",58,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",1265.72,"Mõningal määral",259.732,307.533,227.634
"Naine",58,"50+","Jah","Kesk","Põhi","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Üldse mitte",224.132,196.075,NA
"Naine",63,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Mõningal määral",135.886,147.147,NA
"Naine",39,"25-49","Jah","Põhi",NA,"Jah","Hõivatud","Hea","Kesk","Keskmine",520,"Suurel määral",272.499,275.58,261.842
"Mees",60,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Suurel määral",319.111,278.758,NA
"Mees",58,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",204.231,207.927,200.405
"Naine",40,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",500,"Mõningal määral",258.332,204.202,241.468
"Mees",19,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Suurepärane","Kesk","Keskmine",NA,"Suurel määral",321.295,353.581,339.971
"Mees",38,"25-49","Ei","Põhi",NA,"Ei","Mitteaktiivne","Halb","Põhi","Madal",NA,"Üldse mitte",194.747,204.223,NA
"Naine",61,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",315.482,"Mõningal määral",286.959,281.637,223.455
"Mees",64,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",255.281,265.627,NA
"Mees",25,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",640,"Väga suurel määral",361.873,356.981,361.567
"Mees",28,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Põhi","Madal",NA,"Mõningal määral",194.71,217.065,240.741
"Naine",31,"25-49","Jah","Kõrg",NA,"Jah","Hõivatud","Rahuldav","Kesk","Keskmine",350,"Suurel määral",215.058,199.833,NA
"Naine",19,"16-24","Ei","Kõrg","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",286.483,294.079,304.007
"Mees",22,"16-24","Ei","Kesk",NA,"Jah","Hõivatud","Väga hea","Põhi","Madal",NA,"Suurel määral",304.673,282.567,317.56
"Mees",26,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",278.514,245.846,252.746
"Naine",54,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Üldse mitte",258.527,212.685,NA
"Naine",24,"16-24","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",515,"Mõningal määral",297.051,258.386,252.202
"Mees",44,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",297.442,277.3,233.206
"Mees",47,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",749.704,"Suurel määral",269.624,249.687,NA
"Mees",39,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",1955.85,"Mõningal määral",217.843,235.651,221.369
"Naine",46,"25-49","Jah","Põhi","Kesk","Jah","Mitteaktiivne","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",262.254,285.472,254.172
"Mees",31,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",1100.63,"Mõningal määral",243.235,256.532,267.938
"Naine",27,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",381.273,"Suurel määral",263.671,275.428,249.541
"Mees",36,"25-49","Ei","Kõrg","Kõrg",NA,"Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1249.72,"Suurel määral",253.407,303.562,310.557
"Naine",50,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",145.53,"Väga suurel määral",250.067,272.066,NA
"Naine",49,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",933.919,"Väga suurel määral",274.338,266.755,279.978
"Naine",41,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",1053.66,"Väga suurel määral",314.452,278.542,311.179
"Naine",58,"50+","Jah","Kõrg","Kesk","Ei","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",263.306,230.954,207.668
"Mees",19,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",364.485,328.796,348.259
"Mees",36,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",947.078,"Suurel määral",377.537,353.731,372.353
"Mees",58,"50+","Jah","Kesk","Põhi","Jah","Töötu","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",341.243,343.786,289.682
"Naine",35,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",894.445,"Suurel määral",366.702,341.888,317.54
"Mees",57,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",897.076,"Suurel määral",309.726,309.338,NA
"Mees",54,"50+","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",214.121,218.671,NA
"Naine",33,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",1276.03,"Suurel määral",289.873,335.394,345.778
"Mees",19,"16-24","Ei","Kõrg","Põhi","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Mõningal määral",284.077,262.452,306.292
"Mees",46,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",2500,"Suurel määral",337.028,304.484,325.089
"Mees",25,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",947.078,"Suurel määral",272.406,257.601,286.352
"Naine",59,"50+","Jah","Põhi","Põhi","Ei","Töötu","Hea","Kesk","Keskmine",NA,"Väga suurel määral",300.332,284.845,NA
"Mees",42,"25-49","Ei","Põhi","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1210.24,"Suurel määral",330.304,336.637,283.697
"Naine",62,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",556.278,"Väga suurel määral",258.923,240.599,NA
"Mees",43,"25-49","Ei","Põhi","Põhi",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",700,"Mõningal määral",288.822,329.945,263.177
"Naine",39,"25-49","Jah","Kesk","Põhi","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",683.913,"Väga vähe",239.373,231.267,NA
"Naine",31,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Halb","Kesk","Keskmine",NA,"Väga suurel määral",207.05,181.924,NA
"Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Mõningal määral",313.869,277.502,349.716
"Mees",48,"25-49","Jah","Põhi","Põhi","Ei","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",284.96,267.338,NA
"Naine",64,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",338.289,297.248,NA
"Mees",25,"25-49","Ei","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",323.056,326.989,312.346
"Mees",35,"25-49","Ei","Kõrg","Kesk",NA,"Töötu","Hea","Kesk","Keskmine",NA,"Suurel määral",312.723,309.448,323.648
"Naine",37,"25-49","Ei","Kesk","Kesk",NA,"Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",1012.87,"Väga suurel määral",312.978,319.587,331.911
"Mees",23,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",947.078,"Suurel määral",323.169,318.091,343.278
"Mees",38,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",2328.69,"Suurel määral",340.925,316.714,346.301
"Naine",53,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",320.183,294.076,NA
"Mees",51,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",1091.82,"Väga vähe",310.662,285.699,NA
"Mees",40,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",683.913,"Suurel määral",274.394,265.065,306.61
"Naine",64,"50+","Jah","Kesk","Põhi",NA,"Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",377,"Väga vähe",337.188,305.81,NA
"Naine",57,"50+","Jah",NA,"Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",460.223,"Mõningal määral",185.005,190.464,209.612
"Naine",47,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",275.723,256.493,NA
"Naine",48,"25-49","Ei","Kesk","Põhi",NA,"Hõivatud","Hea","Kesk","Keskmine",453.644,"Suurel määral",322.276,353.256,287.8
"Naine",40,"25-49","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Mõningal määral",258.904,279.881,280.06
"Naine",45,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",283.407,256.798,NA
"Naine",52,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",354.957,"Väga vähe",186.672,228.096,169.512
"Naine",44,"25-49","Jah","Kõrg","Kõrg","Jah","Töötu","Suurepärane","Kesk","Keskmine",NA,"Mõningal määral",287.13,270.354,NA
"Naine",32,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1973.42,"Väga suurel määral",350.562,352.246,306.777
"Naine",27,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",234.023,256.683,224.325
